Protocol,Source Port,Destination Port,Payload Length,First 1 Byte,First 2 Bytes,First 3 Bytes,First 5 Bytes,First 8 Bytes,First 16 Bytes
TCP,80,2081,1460,105,26990,6909548,452824186314,7597129183824164786,140142297748914294543989926427084743918
TCP,80,2081,1460,92,23587,6038289,395725328711,6639169316467215356,122471057242895899491781053826377638984
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,255,65312,16720029,1095763873561,18383867191738262286,339122493171061247072421268034854533925
TCP,80,2081,1460,29,7604,1946871,127590200301,2140608349948359969,39487254393543091232070940659748825712
TCP,80,2081,1460,163,41737,10684903,700245847080,11748175829575951652,216715592861127981401444637847511846781
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,84,21512,5507147,360916400882,6055172415549617914,111698215871829464673422195711338943745
TCP,80,2081,1460,134,34319,8785701,575779762783,9659981448649185909,178195205540013579482132707787711178001
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,102,26351,6746092,442111931398,7417407369247785921,136827015430961150792645898164249183158
TCP,80,2081,1460,131,33632,8609890,564257770002,9466674487015484170,174629321491090292266723700383538510012
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,40,10327,2643761,173261521785,2906845975485444745,53621843771472588413247688715944979981
TCP,80,2081,1460,159,40790,10442445,684356136043,11481590715323069540,211797965484644444567654551921616837042
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,177,45489,11645373,763191187302,12804223398671810606,236196232097902395790405058939734143829
TCP,80,2081,1460,192,49286,12617464,826898131380,13873048560168387021,255912576311571021195116907889724845782
TCP,80,2081,1460,95,24426,6253125,409804841087,6875384336778412113,126828455268942649632663125068489101837
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,214,55019,14084986,923073678330,15486606485270727388,285677466404039698905055013785155441705
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,236,60560,15503485,1016036455299,17046263074442304151,314448052347362535402300381038978713819
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,224,57560,14735530,965707706373,16201886782684937494,298872058991406484696670483711792760909
TCP,80,2081,1460,136,34900,8934423,585526352386,9823502087682855264,181211628919037118437742721866186025141
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,231,59182,15150704,992916537433,16658375218491198212,307292784339332567686665024514616339137
TCP,80,2081,1460,160,41004,10497107,687938413022,11541691349968982710,212906626510625126299324145375962071365
TCP,80,2081,1460,213,54625,13984082,916460807309,15375660919773479738,283630881951198990920911469698359765947
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,32,8254,2113149,138487359930,2323432350817331325,42859761948104658508670748250751625896
TCP,80,2081,1460,223,57196,14642277,959596270793,16099353907899977306,296980661291106616844998935969523129846
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,244,62615,16029516,1050510418975,17624640209408455558,325117227334168498358678765023083629203
TCP,80,2081,1460,150,38629,9889248,648101812659,10873344100978543989,200577795856130668724240752829322505009
TCP,80,2081,1460,63,16132,4129844,270653471746,4540811756646152028,83763192361743063614460365237273006563
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,180,46236,11836431,775712365718,13014293913534142293,240071349123000227114642395572648471985
TCP,80,2081,1460,218,55901,14310816,937873667729,15734909104213902205,290257841268516270018500553658419110676
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,90,23044,5899368,386620992471,6486423900831085269,119653401652223814530740064725868539844
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,82,21220,5432371,356015910547,5972955830688012963,110181587572273015100125180188848748561
TCP,80,2081,1460,111,28539,7306009,478806638959,8033042404050465343,148183477360775450983516616931925192850
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,192,49235,12604376,826040419481,13858658542371945509,255647127336063938760114590485038336504
TCP,80,2081,1460,238,60948,15602895,1022551359166,17155565023822049715,316464317434328258277084983935076065368
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2076,443,1460,201,51708,13237467,867530689363,14554749762079961958,268487743917974044619536335721266622085
TCP,80,2081,1460,190,48794,12491459,818640308026,13734505274071818247,253356903769816894253742081444812908636
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,4,1073,274837,18011761560,302187214239683559,5574370203426681321926540040880875468
TCP,80,2081,1460,18,4619,1182552,77499783005,1300230599442717742,23985021104725771351024452231003415905
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,135,34616,8861769,580764934445,9743618750415310665,179738041440708898740649002046415593670
TCP,80,2081,1460,36,9454,2420312,158617569840,2661161230604195787,49089760159833566097593037561653617774
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,55,14164,3626127,237641874603,3986969060870450355,73546597895675316660522860101966823256
TCP,80,2081,1460,43,11070,2834057,185732782808,3116079015465794752,57481512111754343594266319099809475212
TCP,80,2081,1460,10,2675,684838,44881588938,752988112046014622,13890178993458564081026891617615231848
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,121,31089,7958826,521589644831,8750822134694505723,161424176353262241102322667191056304580
TCP,80,2081,1460,225,57819,14801877,970055838349,16274836332047461240,300217740658789402015884623412159791103
TCP,80,2081,1460,49,12749,3263869,213900920242,3588661941504422324,66199128401993716103796691114078642987
TCP,80,2081,700,193,49621,12703219,832518184180,13967337399925306330,257651898407573922008972424512985286177
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,250,64163,16425903,1076487987386,18060471485784151155,333156895348789130810584394096974339803
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,1336,9749,117,116,29909,7656947,501805706156,8418902722220237420,155301343898253376061394495799509438865
TCP,443,2076,6,0,0,0,0,0,0
TCP,443,2076,168,23,5891,1508099,98834776227,1658172389074950557,30587881691357153045360355002545868820
TCP,2076,443,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,9749,1336,394,194,49866,12765756,836616637786,14036098041332764883,258920308361961425685099545227612636415
TCP,80,2081,1460,134,34434,8815266,577717311156,9692488116204776875,178794847717100723694478354424309427727
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2035,443,1,0,0,0,0,0,0
TCP,443,2035,12,1,257,65797,4312074949,72344612840999461,310717746193874336267176486
UDP,61070,53,44,100,25737,6588673,431795273728,7244322575113846784,133634164530521671252979422601600775682
UDP,55803,53,90,227,58360,14940161,979118391296,16426880740345577472,303022464946503352978529804349731045680
UDP,55803,53,90,123,31534,8072705,529052794880,8876033015105519616,163733909419448067015570709822072553776
UDP,53,55803,160,123,31534,8072833,529061217024,8876174315234590720,163736515946766623798013481299471368496
TCP,2077,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383491401312
TCP,2077,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,6,80,20545,5259603,344693364237,88241501244682,88241501244682
TCP,21,2067,49,50,12850,3289655,215590838341,3617014062475277413,66722132721489933508656823179523678579
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,16,83,21321,5458266,357712938272,6001427231387120741,110706792214389491496233581025795771658
TCP,2083,1048,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
TCP,21,2067,9,50,12849,3289395,215573798962,3616728189129537805,925882416417161678090
TCP,1048,2083,12,2,516,132101,8657417217,145247358651925248,623832655240401587613533186
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2083,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,16,77,19780,5063764,331858857248,5567667729565971557,102705341694755000324760243247311490314
TCP,21,2067,41,53,13616,3485746,228441858115,3832618397044010349,70699330702461799209720977602825384992
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,16,82,21061,5391700,353350472224,5928237196207158373,109356674366678927088229497012762184970
TCP,21,2067,60,49,12597,3224880,211345743951,3545793196953986414,65408339642510593836674654569365065281
TCP,1048,2083,259,97,24947,6386532,418547788652,7022066656543652705,129534266481790070953354141073819450220
TCP,1048,2083,6,0,0,0,0,0,0
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2083,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,21,2067,24,50,12850,3289654,215590772820,3617012963215565166,66722112443727351148713759240718872429
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2083,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2083,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2083,6,0,0,0,0,0,0
TCP,80,2011,6,0,0,0,0,0,0
TCP,2011,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2011,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2011,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2012,80,1,0,0,0,0,0,0
TCP,80,2012,12,1,257,65797,4312074982,72344613387065542,310717748539210296163129543
TCP,2077,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383491401312
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
TCP,443,2077,31,21,5379,1377027,90244841498,1514057198711627485,27929425657590999290397272779637432288
TCP,443,2077,6,0,0,0,0,0,0
TCP,2077,443,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,15005,4665,6,227,58262,14915309,977489712042,250237366282837,250237366282837
TCP,902,1384,1460,23,5891,1508097,98834655840,1658170369326777101,30587844433579503964980470491771542534
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,26,6820,1746096,114432160842,1919853079794572648,35415038422093563923168121636999279008
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,218,55996,14334984,939457518165,15761481705088381423,290748019236220618770866429000565903945
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,74,19107,4891461,320566816686,5378218725987948600,99210624410731925710293429226941541339
TCP,902,1384,1460,24,6205,1588574,104108848468,1746656638274193911,32220127990889934525899576979584507806
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,140,35848,9177115,601431437949,10090345143666792602,186134014480619360628730301718586100122
TCP,902,1384,1460,216,55547,14220050,931925238416,15635111020767294076,288416891564129980215544036450076584876
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,633,124,31895,8165217,535115664301,8977751084966849755,165610276621851732918680201749006889822
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187864345743,30587841086188473702335316244926257303
TCP,902,1384,53,23,5891,1508097,98834645040,1658170188135014805,30587841091181436615421091185660411120
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187867215113,30587841086241404244458247414625838562
UDP,55803,53,90,53,13629,3489025,228656742400,3836223557101223936,70765834167381978326732173047386800432
TCP,902,1384,1189,23,5891,1508097,98834646176,1658170207188960564,30587841442664697642102028459476182097
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187867117963,30587841086239612147745433298382605800
TCP,902,1384,6,0,0,0,0,0,0
TCP,2026,443,46,23,5891,1508099,98834776105,1658172387025223680,30587881653546365917359573535014186884
TCP,443,2026,6,0,0,0,0,0,0
TCP,443,2026,60,23,5891,1508099,98834776119,1658172387260104704,30587881657879156054858404497185781267
TCP,443,2026,6,0,0,0,0,0,0
TCP,2026,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2026,443,46,23,5891,1508099,98834776105,1658172387025223680,30587881653546365917359573535025140011
TCP,2026,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383611190156
TCP,2026,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2026,6,0,0,0,0,0,0
TCP,443,2026,6,0,0,0,0,0,0
TCP,443,2026,6,0,0,0,0,0,0
TCP,2082,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2082,6,0,0,0,0,0,0
TCP,2082,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2082,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2030,443,46,23,5891,1508099,98834776105,1658172387025223680,30587881653546365917359573534966779207
TCP,1995,443,41,23,5891,1508099,98834776100,1658172386941337600,30587881651998940868252848191366627690
TCP,2031,443,46,23,5891,1508099,98834776105,1658172387025223680,30587881653546365917359573534969349404
TCP,443,1995,41,23,5891,1508099,98834776100,1658172386947725877,30587881652116783783417376189218639641
TCP,1995,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2030,6,0,0,0,0,0,0
TCP,443,2030,46,23,5891,1508099,98834776105,1658172387034608779,30587881653719490439821167740437669564
TCP,2030,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2031,6,0,0,0,0,0,0
TCP,443,2031,46,23,5891,1508099,98834776105,1658172387028527274,30587881653607306478940051670066886531
TCP,2031,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2027,80,1,0,0,0,0,0,0
TCP,80,2027,12,1,257,65797,4312074802,72344610375841583,310717735606101868315260720
UDP,55803,53,44,156,40029,10247425,671575244800,11267162942262542336,207842471232701427719937276138814125315
UDP,55803,53,46,154,39652,10150913,665250234368,11161046876042625024,205884975317033797703981279022714795312
UDP,53,55803,46,154,39652,10151041,665258656256,11161188171876728832,205887581765124191972159431431592949040
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
UDP,55930,53,46,154,39652,10150913,665250234368,11161046876042625024,205884975317033797703981279022714795312
TCP,2023,80,1,0,0,0,0,0,0
TCP,80,2023,12,1,257,65797,4312074752,72344609532526351,310717731984090525813292816
TCP,2028,443,1,0,0,0,0,0,0
TCP,443,2028,12,1,257,65797,4312074889,72344611830606161,310717741854268155659266386
UDP,53,55930,46,154,39652,10151041,665258656256,11161188171876728832,205887581765124191972159431431592949040
UDP,61070,53,46,154,39652,10150913,665250234368,11161046876042625024,205884975317033797703981279022714795312
TCP,2078,80,1,0,0,0,0,0,0
TCP,80,2078,12,1,257,65797,4312074926,72344612447835328,310717744505247242678817985
TCP,2079,80,1,0,0,0,0,0,0
UDP,55930,53,90,227,58360,14940161,979118391296,16426880740345577472,303022464946503352978529804349731045680
UDP,53,55930,125,227,58360,14940293,979127075584,16427026438521159680,303025152603460324367654271616135004464
TCP,80,2079,12,1,257,65797,4312074761,72344609684424827,310717732636489512697432188
TCP,2084,443,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,53,55803,160,53,13629,3489153,228665164544,3836364857230295040,70768440694700535109174944524785615152
UDP,51344,53,44,244,62572,16018433,1049784025088,17612453342250860544,324892419314652046949900254888422947074
TCP,2067,21,6,80,20545,5259603,344693364237,88241501244682,88241501244682
TCP,21,2067,49,50,12850,3289655,215590838341,3617014062475277413,66722132721489933508656823179523678579
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,17,83,21321,5458266,357712938272,6001427231387121011,110706792214389496475845187226208138253
TCP,2085,1048,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
TCP,21,2067,8,50,12849,3289395,215573798968,3616728189230124298,3616728189230124298
TCP,1048,2085,12,2,516,132101,8657417217,145247358651925248,623832655240401587613533186
TCP,2085,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,17,77,19780,5063764,331858857248,5567667729565971827,102705341694755005304371849447723856909
TCP,21,2067,41,53,13616,3485746,228441858115,3832618397044010349,70699330702461799209720977602825384992
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,17,82,21061,5391700,353350472224,5928237196207158643,109356674366678932067841103213174551565
TCP,21,2067,60,49,12597,3224880,211345743951,3545793196953986414,65408339642510593836674654569365065281
TCP,1048,2085,84,31,8004,2049112,134290623859,2253022803264497268,41560935044051846003074194619835378031
TCP,1048,2085,6,0,0,0,0,0,0
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2085,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,21,2067,24,50,12850,3289654,215590772820,3617012963215565166,66722112443727351148713759240718872429
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2085,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2085,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,1195,9749,144,165,42473,10873247,712589160738,11955262268968998108,220535663409747273332672133964906999211
UDP,53,61070,46,154,39652,10151041,665258656256,11161188171876728832,205887581765124191972159431431592949040
UDP,57238,53,37,148,37896,9701377,635789443072,10666776816938713088,196767302033446640388281727468675757424
UDP,53,57238,101,148,37896,9701505,635797864448,10666918104182882306,196769908323080709664824692837885113712
UDP,54540,53,52,220,56540,14474241,948583858176,15914596282732183552,293572484663969966694604301030604895597
UDP,53,54540,68,220,56540,14474369,948592279552,15914737569976352769,293575090953604035952700522326104700269
UDP,61313,53,52,7,1885,482561,31625117696,530581430611279872,9787499860748962657270024157080548717
UDP,53,61313,112,7,1885,482689,31633539072,530722717855449088,9790106150383031896919782853847512429
UDP,15005,7673,15,248,63532,16264312,1065897999210,17882800966724972176,1288591612321333285355662020006675975
UDP,9749,1195,479,56,14387,3683118,241376859508,4049631709377619875,74702519735667890677707153702774055816
UDP,51344,53,46,154,39652,10150913,665250234368,11161046876042625024,205884975317033797703981279022714795312
UDP,51344,53,44,100,25737,6588673,431795273728,7244322575113846784,133634164530521671252979422601600775682
UDP,55803,53,45,104,26814,6864385,449864335360,7547471125031223296,139226268247163680608906767148170621699
UDP,53,55803,96,104,26814,6864513,449872757504,7547612425160294400,139228874774482237391349538625569436419
UDP,55930,53,44,156,40029,10247425,671575244800,11267162942262542336,207842471232701427719937276138814125315
UDP,53,51344,46,154,39652,10151041,665258656256,11161188171876728832,205887581765124191972159431431592949040
UDP,51374,53,46,154,39652,10150913,665250234368,11161046876042625024,205884975317033797703981279022714795312
UDP,53,51374,46,154,39652,10151041,665258656256,11161188171876728832,205887581765124191972159431431592949040
TCP,2084,443,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,51393,53,46,154,39652,10150913,665250234368,11161046876042625024,205884975317033797703981279022714795312
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
UDP,15841,9749,334,51,13245,3390926,222227738589,3728362771503881999,68776153859878554393285695587094696396
UDP,53,51393,46,154,39652,10151041,665258656256,11161188171876728832,205887581765124191972159431431592949040
TCP,2087,80,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,9749,15841,359,190,48690,12464858,816896998265,13705257389658966710,252817375531355583192849733848167285115
TCP,80,2087,12,2,516,132101,8657417217,145247358651794434,623832655239839745761805063
TCP,2087,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2087,80,186,71,18245,4670804,306105819183,5135603447297700961,94735162456361208802394929670444901437
TCP,80,2087,6,0,0,0,0,0,0
TCP,80,2087,207,72,18516,4740180,310652457007,5211883372140375601,96142278707895827213166265500844378893
TCP,2087,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2087,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2087,6,0,0,0,0,0,0
TCP,2087,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2087,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2028,31,21,5379,1377027,90244841498,1514057198705920676,27929425657485727235129649882086291262
TCP,443,2028,6,0,0,0,0,0,0
TCP,2028,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2028,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2028,6,0,0,0,0,0,0
TCP,2076,443,1,0,0,0,0,0,0
TCP,2081,80,1,0,0,0,0,0,0
TCP,2035,443,1,0,0,0,0,0,0
TCP,443,2035,12,1,257,65797,4312074949,72344612840999461,310717746193874336267176486
TCP,80,2081,6,0,0,0,0,0,0
TCP,443,2076,12,1,257,65797,4312074812,72344610543392971,310717736325729600342218956
UDP,61070,53,44,156,40029,10247425,671575244800,11267162942262542336,207842471232701427719937276138814125315
UDP,1336,9749,328,182,46789,11978027,784991988573,13169980150574044168,242943253293474177509109532310894735389
UDP,9749,1336,472,91,23343,5975927,391638387461,6570601820339676487,121206210190056119229731535583470138065
TCP,2012,80,1,0,0,0,0,0,0
TCP,80,2012,12,1,257,65797,4312074982,72344613387065542,310717748539210296163129543
TCP,80,2079,6,0,0,0,0,0,0
TCP,2079,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2079,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2079,80,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
UDP,56852,53,33,96,24765,6339841,415487819776,6970728897751089152,128587251984025818798047780169668715620
UDP,65378,53,33,222,56913,14569729,954841759744,16019586449045258240,295509211392203457400046176161436361828
UDP,53,65378,189,222,56913,14569857,954850181120,16019727736289427463,295511817681837526768822861899193476196
UDP,53,56852,189,96,24765,6339969,415496241152,6970870184995258375,128589858273659888166824465907425829988
TCP,2088,80,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,54528,53,41,255,65383,16738049,1096944779264,18403679501784514560,339487965783993447413699480069880361009
UDP,52119,53,33,141,36113,9244929,605875666944,10164906933463613440,187509436734679042726611852513658365028
UDP,53,54528,121,255,65383,16738177,1096953200640,18403820789028683781,339490572073627516745582677660218372145
UDP,53,52119,189,141,36113,9245057,605884088320,10165048220707782663,187512043024313112095388538251415479396
UDP,52793,53,41,122,31329,8020225,525613465600,8818330644879835136,162669488563448427351721958074619211825
TCP,80,2088,12,2,516,132101,8657417217,145247358651794434,623832655239839745761805063
TCP,2088,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2088,80,387,71,18245,4670804,306105819183,5135603447297764142,94735162456362374285207329227376452974
UDP,53,52793,91,122,31329,8020353,525621886976,8818471932124004352,162672094853082496591371716771386175537
TCP,80,2088,6,0,0,0,0,0,0
TCP,80,2088,1413,72,18516,4740180,310652457007,5211883372140375601,96142278707895827213166265500844378893
TCP,2088,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2076,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383515354232
TCP,2076,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2035,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383610509778
TCP,2035,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1995,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383576085288
TCP,1995,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2030,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383553028218
TCP,2030,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2031,443,31,21,5379,1377027,90244841498,1514057198697709568,27929425657334259024231783383549849637
TCP,2031,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2023,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2088,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2078,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2012,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2027,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,21,2067,6,0,0,0,0,0,0
TCP,21,2067,6,0,0,0,0,0,0
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2088,6,0,0,0,0,0,0
TCP,2088,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2088,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2078,6,0,0,0,0,0,0
TCP,2078,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2012,6,0,0,0,0,0,0
TCP,2012,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2012,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2078,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2023,6,0,0,0,0,0,0
TCP,2023,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2023,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2027,6,0,0,0,0,0,0
TCP,2027,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2027,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2035,6,0,0,0,0,0,0
TCP,443,2035,6,0,0,0,0,0,0
TCP,2035,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,1995,6,0,0,0,0,0,0
TCP,1995,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2030,6,0,0,0,0,0,0
TCP,2030,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2031,6,0,0,0,0,0,0
TCP,2031,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,6,0,0,0,0,0,0
